0	0.6741
1	0.6956
2	0.7243
3	0.7226
4	0.6553
5	0.7232
6	0.6796
7	0.6870
8	0.6603
9	0.6915
10	0.7391
11	0.6317
12	0.6343
13	0.6465
14	0.7085
15	0.7379
16	0.6821
17	0.7235
18	0.7192
19	0.7393
20	0.7030
21	0.6190
22	0.5888
23	0.7239
24	0.7092
25	0.5602
26	0.5443
27	0.6477
28	0.6444
29	0.6912
30	0.6894
31	0.7115
32	0.6892
33	0.5944
34	0.6946
35	0.6630
36	0.6287
37	0.7152
38	0.7213
39	0.6710
40	0.6531
41	0.6385
42	0.6591
43	0.6567
44	0.5376
45	0.5930
46	0.6775
47	0.6042
48	0.6577
49	0.6486
50	0.5696
51	0.6274
52	0.6112
53	0.6291
54	0.7422
55	0.6380
56	0.6590
57	0.5738
58	0.5990
59	0.5655
60	0.5582
61	0.6153
62	0.6594
63	0.6222
65	0.6891
66	0.6163
67	0.6909
68	0.5995
69	0.7062
70	0.6971
71	0.6883
72	0.6842
73	0.6737
74	0.5273
75	0.5817
76	0.6929
77	0.6845
78	0.6614
79	0.7120
80	0.6054
81	0.6931
82	0.6137
83	0.6754
84	0.6775
85	0.7050
86	0.6975
87	0.6595
88	0.6753
89	0.6565
90	0.6731
91	0.6412
92	0.6481
93	0.6044
94	0.7028
95	0.6166
96	0.6985
97	0.6108
98	0.6502
99	0.6359
100	0.6070
101	0.7060
102	0.5963
103	0.6773
104	0.6958
105	0.6761
107	0.6514
108	0.6900
109	0.7275
110	0.6715
111	0.6545
112	0.6235
113	0.6674
114	0.5450
115	0.6336
116	0.6827
117	0.6151
118	0.6617
119	0.6590
120	0.7180
121	0.6266
122	0.6762
123	0.7091
124	0.6698
125	0.6674
126	0.7199
127	0.6840
128	0.5879
129	0.6164
130	0.7058
131	0.5924
132	0.7130
133	0.6810
134	0.7142
135	0.6596
136	0.7047
137	0.6571
138	0.7630
139	0.7191
140	0.6535
141	0.7029
142	0.6818
143	0.6550
144	0.6201
145	0.7284
146	0.6317
147	0.6159
148	0.7027
149	0.6450
150	0.6761
151	0.6722
152	0.7190
153	0.7462
154	0.6062
155	0.6880
156	0.6550
157	0.6517
158	0.6460
159	0.6757
160	0.6802
161	0.7335
162	0.7215
163	0.6947
164	0.6849
165	0.6831
166	0.6250
167	0.5955
168	0.5993
169	0.6945
170	0.6152
171	0.6965
172	0.6936
173	0.6751
174	0.6150
175	0.7310
176	0.6487
177	0.6422
178	0.6672
179	0.6697
180	0.6812
181	0.7015
182	0.6234
183	0.7392
184	0.6730
185	0.6256
186	0.6751
187	0.6920
188	0.5779
189	0.6195
190	0.7165
191	0.6745
193	0.6021
194	0.6583
195	0.6742
196	0.6269
197	0.6980
198	0.6692
199	0.6986
200	0.7304
201	0.6591
202	0.7002
203	0.7193
204	0.6310
205	0.7096
206	0.7228
207	0.6614
208	0.7277
209	0.7425
210	0.6368
211	0.7188
212	0.7144
213	0.6885
214	0.7458
215	0.6755
216	0.6745
217	0.7227
218	0.6761
219	0.6570
220	0.6630
221	0.7188
222	0.7488
223	0.6737
224	0.7095
225	0.6691
226	0.6307
227	0.6807
228	0.6965
229	0.6948
230	0.6662
231	0.6715
232	0.6518
233	0.7045
234	0.6920
235	0.7062
236	0.7077
237	0.7013
238	0.6924
239	0.6684
240	0.7665
241	0.6898
242	0.6099
243	0.7204
244	0.6708
245	0.7198
246	0.6569
247	0.7800
248	0.7056
249	0.6545
250	0.5959
251	0.6183
252	0.7056
253	0.6367
255	0.6653
256	0.6968
257	0.6888
258	0.7175
259	0.7240
260	0.6717
261	0.7121
262	0.6747
263	0.6891
264	0.6050
265	0.7018
266	0.7297
267	0.6655
268	0.6680
269	0.7019
270	0.6540
271	0.6012
272	0.7191
273	0.7062
274	0.6599
275	0.6455
276	0.6482
277	0.6024
278	0.6892
279	0.6982
280	0.6845
281	0.7091
282	0.6809
283	0.7098
284	0.6235
285	0.6139
286	0.6685
287	0.7032
288	0.6412
289	0.6756
290	0.6594
291	0.6894
292	0.7056
293	0.7335
295	0.6673
296	0.6523
297	0.7298
