0	1	0.6780	0.0000	0.6780	0.6780
1	1	0.4460	0.0000	0.4460	0.4460
2	1	0.5480	0.0000	0.5480	0.5480
3	1	0.4840	0.0000	0.4840	0.4840
4	1	0.6280	0.0000	0.6280	0.6280
5	1	0.6300	0.0000	0.6300	0.6300
6	1	0.6550	0.0000	0.6550	0.6550
7	1	0.6840	0.0000	0.6840	0.6840
8	1	0.5590	0.0000	0.5590	0.5590
9	1	0.4270	0.0000	0.4270	0.4270
10	1	0.6020	0.0000	0.6020	0.6020
11	1	0.6450	0.0000	0.6450	0.6450
12	1	0.5510	0.0000	0.5510	0.5510
13	1	0.6310	0.0000	0.6310	0.6310
14	1	0.5780	0.0000	0.5780	0.5780
15	1	0.5790	0.0000	0.5790	0.5790
16	1	0.5900	0.0000	0.5900	0.5900
18	1	0.4380	0.0000	0.4380	0.4380
19	1	0.1050	0.0000	0.1050	0.1050
20	1	0.5720	0.0000	0.5720	0.5720
22	1	0.5680	0.0000	0.5680	0.5680
23	1	0.4340	0.0000	0.4340	0.4340
24	1	0.7110	0.0000	0.7110	0.7110
25	1	0.5670	0.0000	0.5670	0.5670
26	1	0.0960	0.0000	0.0960	0.0960
27	1	0.4260	0.0000	0.4260	0.4260
28	1	0.5220	0.0000	0.5220	0.5220
29	1	0.0990	0.0000	0.0990	0.0990
30	1	0.6860	0.0000	0.6860	0.6860
31	1	0.5250	0.0000	0.5250	0.5250
32	1	0.6520	0.0000	0.6520	0.6520
33	1	0.6470	0.0000	0.6470	0.6470
34	1	0.6040	0.0000	0.6040	0.6040
35	1	0.5470	0.0000	0.5470	0.5470
36	1	0.6550	0.0000	0.6550	0.6550
37	1	0.5730	0.0000	0.5730	0.5730
38	1	0.7180	0.0000	0.7180	0.7180
39	1	0.6990	0.0000	0.6990	0.6990
40	1	0.5030	0.0000	0.5030	0.5030
41	1	0.5390	0.0000	0.5390	0.5390
42	1	0.6140	0.0000	0.6140	0.6140
43	1	0.5890	0.0000	0.5890	0.5890
44	1	0.5530	0.0000	0.5530	0.5530
45	1	0.4350	0.0000	0.4350	0.4350
46	1	0.6400	0.0000	0.6400	0.6400
47	1	0.5360	0.0000	0.5360	0.5360
48	1	0.5090	0.0000	0.5090	0.5090
49	1	0.3800	0.0000	0.3800	0.3800
50	1	0.6820	0.0000	0.6820	0.6820
51	1	0.4680	0.0000	0.4680	0.4680
52	1	0.5880	0.0000	0.5880	0.5880
53	1	0.6310	0.0000	0.6310	0.6310
54	1	0.4910	0.0000	0.4910	0.4910
55	1	0.6830	0.0000	0.6830	0.6830
56	1	0.5870	0.0000	0.5870	0.5870
57	1	0.5160	0.0000	0.5160	0.5160
58	1	0.6670	0.0000	0.6670	0.6670
59	1	0.6420	0.0000	0.6420	0.6420
60	1	0.5890	0.0000	0.5890	0.5890
61	1	0.4310	0.0000	0.4310	0.4310
62	1	0.6130	0.0000	0.6130	0.6130
63	1	0.5760	0.0000	0.5760	0.5760
64	1	0.6510	0.0000	0.6510	0.6510
65	1	0.4560	0.0000	0.4560	0.4560
66	1	0.5640	0.0000	0.5640	0.5640
67	1	0.5580	0.0000	0.5580	0.5580
68	1	0.0990	0.0000	0.0990	0.0990
69	1	0.6430	0.0000	0.6430	0.6430
70	1	0.4740	0.0000	0.4740	0.4740
71	1	0.6180	0.0000	0.6180	0.6180
72	1	0.4480	0.0000	0.4480	0.4480
73	1	0.1050	0.0000	0.1050	0.1050
74	1	0.4980	0.0000	0.4980	0.4980
75	1	0.5460	0.0000	0.5460	0.5460
76	1	0.4720	0.0000	0.4720	0.4720
77	1	0.5920	0.0000	0.5920	0.5920
78	1	0.6030	0.0000	0.6030	0.6030
79	1	0.5890	0.0000	0.5890	0.5890
80	1	0.5050	0.0000	0.5050	0.5050
81	1	0.5110	0.0000	0.5110	0.5110
82	1	0.5060	0.0000	0.5060	0.5060
83	1	0.6560	0.0000	0.6560	0.6560
84	1	0.5940	0.0000	0.5940	0.5940
85	1	0.5390	0.0000	0.5390	0.5390
86	1	0.5910	0.0000	0.5910	0.5910
87	1	0.6180	0.0000	0.6180	0.6180
88	1	0.6810	0.0000	0.6810	0.6810
89	1	0.6030	0.0000	0.6030	0.6030
90	1	0.0990	0.0000	0.0990	0.0990
91	1	0.4100	0.0000	0.4100	0.4100
92	1	0.6440	0.0000	0.6440	0.6440
93	1	0.4110	0.0000	0.4110	0.4110
94	1	0.6600	0.0000	0.6600	0.6600
95	1	0.6630	0.0000	0.6630	0.6630
96	1	0.5160	0.0000	0.5160	0.5160
97	1	0.5480	0.0000	0.5480	0.5480
98	1	0.5600	0.0000	0.5600	0.5600
99	1	0.5530	0.0000	0.5530	0.5530
100	1	0.6520	0.0000	0.6520	0.6520
101	1	0.6360	0.0000	0.6360	0.6360
102	1	0.6580	0.0000	0.6580	0.6580
103	1	0.5470	0.0000	0.5470	0.5470
104	1	0.5450	0.0000	0.5450	0.5450
105	1	0.6450	0.0000	0.6450	0.6450
106	1	0.6120	0.0000	0.6120	0.6120
107	1	0.5410	0.0000	0.5410	0.5410
108	1	0.5220	0.0000	0.5220	0.5220
109	1	0.5470	0.0000	0.5470	0.5470
110	1	0.5860	0.0000	0.5860	0.5860
111	1	0.4290	0.0000	0.4290	0.4290
112	1	0.6740	0.0000	0.6740	0.6740
113	1	0.6990	0.0000	0.6990	0.6990
114	1	0.6120	0.0000	0.6120	0.6120
115	1	0.6610	0.0000	0.6610	0.6610
116	1	0.6020	0.0000	0.6020	0.6020
117	1	0.6810	0.0000	0.6810	0.6810
118	1	0.5740	0.0000	0.5740	0.5740
119	1	0.6150	0.0000	0.6150	0.6150
120	1	0.5700	0.0000	0.5700	0.5700
121	1	0.5700	0.0000	0.5700	0.5700
122	1	0.6420	0.0000	0.6420	0.6420
123	1	0.6130	0.0000	0.6130	0.6130
124	1	0.5820	0.0000	0.5820	0.5820
125	1	0.6020	0.0000	0.6020	0.6020
126	1	0.6180	0.0000	0.6180	0.6180
127	1	0.5510	0.0000	0.5510	0.5510
128	1	0.6580	0.0000	0.6580	0.6580
129	1	0.4530	0.0000	0.4530	0.4530
130	1	0.5280	0.0000	0.5280	0.5280
131	1	0.4040	0.0000	0.4040	0.4040
132	1	0.6170	0.0000	0.6170	0.6170
133	1	0.6960	0.0000	0.6960	0.6960
134	1	0.5600	0.0000	0.5600	0.5600
135	1	0.7150	0.0000	0.7150	0.7150
136	1	0.6850	0.0000	0.6850	0.6850
137	1	0.6090	0.0000	0.6090	0.6090
138	1	0.5780	0.0000	0.5780	0.5780
139	1	0.3200	0.0000	0.3200	0.3200
140	1	0.6230	0.0000	0.6230	0.6230
141	1	0.6000	0.0000	0.6000	0.6000
142	1	0.3250	0.0000	0.3250	0.3250
143	1	0.5100	0.0000	0.5100	0.5100
144	1	0.4940	0.0000	0.4940	0.4940
145	1	0.6470	0.0000	0.6470	0.6470
146	1	0.5290	0.0000	0.5290	0.5290
147	1	0.6180	0.0000	0.6180	0.6180
