0	24	0.6773	0.0537	0.8350	0.1000
1	24	0.6773	0.0370	0.8320	0.0980
2	24	0.7204	0.0411	0.8460	0.0980
3	24	0.5539	0.1022	0.8710	0.0960
4	24	0.7223	0.0382	0.8580	0.0980
5	24	0.7146	0.0398	0.8390	0.0960
6	24	0.7142	0.0266	0.8380	0.1000
7	24	0.6921	0.0362	0.8420	0.0980
8	24	0.5862	0.0989	0.8480	0.0960
9	24	0.7109	0.0414	0.8390	0.0980
10	24	0.6548	0.0563	0.8340	0.0980
11	24	0.6570	0.0653	0.8450	0.0980
12	24	0.7210	0.0383	0.8470	0.0960
13	24	0.5717	0.0941	0.8440	0.0960
14	24	0.6806	0.0529	0.8270	0.0960
15	24	0.6601	0.0637	0.8390	0.0980
16	24	0.5993	0.0893	0.8560	0.0960
17	24	0.5762	0.0944	0.8280	0.0960
18	24	0.7281	0.0239	0.8640	0.0990
19	24	0.6386	0.0777	0.8450	0.0980
20	24	0.7517	0.0088	0.8400	0.3590
21	24	0.7522	0.0124	0.8640	0.3820
22	24	0.7087	0.0379	0.8380	0.1010
23	24	0.7484	0.0102	0.8550	0.3690
24	24	0.7415	0.0221	0.8540	0.0980
25	24	0.7773	0.0022	0.8490	0.6630
26	24	0.6627	0.0664	0.8380	0.0960
27	24	0.7176	0.0371	0.8410	0.0960
28	24	0.6990	0.0364	0.8420	0.0960
29	24	0.6688	0.0501	0.8310	0.0960
30	24	0.6867	0.0392	0.8490	0.0960
31	24	0.6968	0.0567	0.8650	0.1000
32	24	0.6470	0.0647	0.8270	0.0980
33	24	0.6988	0.0383	0.8380	0.0980
34	24	0.6159	0.0898	0.8410	0.0960
35	24	0.6770	0.0548	0.8670	0.0980
36	24	0.7011	0.0547	0.8520	0.0980
37	24	0.6640	0.0553	0.8520	0.0980
38	24	0.7030	0.0390	0.8510	0.0990
39	24	0.7083	0.0374	0.8410	0.0980
40	24	0.6710	0.0491	0.8480	0.0980
41	24	0.6890	0.0610	0.8460	0.0980
42	24	0.6781	0.0513	0.8570	0.0980
43	24	0.7057	0.0350	0.8360	0.1000
44	24	0.6525	0.0631	0.8300	0.0960
45	20	0.7027	0.0516	0.8550	0.0960
46	24	0.6367	0.0500	0.8500	0.0980
47	24	0.6674	0.0672	0.8480	0.0960
48	24	0.6851	0.0503	0.8320	0.0990
49	24	0.6782	0.0522	0.8570	0.0960
50	24	0.6927	0.0374	0.8500	0.0990
51	24	0.6542	0.0511	0.8250	0.1000
52	24	0.6807	0.0484	0.8440	0.0960
53	24	0.7150	0.0203	0.8220	0.1050
54	24	0.7387	0.0204	0.8340	0.1050
55	24	0.6895	0.0515	0.8370	0.0960
56	24	0.7202	0.0304	0.8470	0.0990
57	22	0.7019	0.0389	0.8440	0.0960
58	24	0.7134	0.0371	0.8410	0.0990
59	24	0.6527	0.0619	0.8550	0.0980
60	24	0.6778	0.0496	0.8290	0.1000
61	24	0.7023	0.0367	0.8530	0.1010
62	24	0.7026	0.0378	0.8460	0.0980
63	24	0.6795	0.0498	0.8190	0.0980
64	24	0.7920	0.0017	0.8490	0.7040
65	24	0.6052	0.0719	0.8260	0.0960
66	24	0.7062	0.0536	0.8520	0.1010
67	24	0.5993	0.0858	0.8310	0.0960
68	24	0.6743	0.0505	0.8520	0.1000
69	24	0.7218	0.0363	0.8450	0.1040
70	24	0.7162	0.0247	0.8420	0.1010
71	24	0.7190	0.0134	0.8650	0.4440
72	24	0.7380	0.0239	0.8380	0.0980
73	24	0.7448	0.0207	0.8530	0.0980
74	24	0.7160	0.0221	0.8550	0.1000
75	24	0.7370	0.0067	0.8480	0.4390
76	24	0.6630	0.0560	0.8460	0.0980
77	24	0.6350	0.0626	0.8680	0.0980
78	24	0.7203	0.0198	0.8300	0.1570
79	24	0.6635	0.0541	0.8470	0.0980
80	24	0.6873	0.0520	0.8610	0.0990
81	24	0.7490	0.0036	0.8510	0.5820
82	24	0.7118	0.0266	0.8350	0.1000
83	24	0.7005	0.0355	0.8260	0.0990
84	24	0.6862	0.0340	0.8180	0.0980
85	24	0.6557	0.0519	0.8300	0.0980
86	24	0.7113	0.0252	0.8400	0.1000
87	24	0.6973	0.0373	0.8380	0.1040
88	24	0.6894	0.0356	0.8130	0.0980
89	24	0.7455	0.0071	0.8520	0.4170
90	24	0.6807	0.0386	0.8420	0.1000
91	24	0.6590	0.0518	0.8530	0.1000
92	24	0.6548	0.0544	0.8440	0.1000
93	24	0.6627	0.0349	0.8280	0.0980
94	24	0.7273	0.0250	0.8390	0.1040
95	24	0.6494	0.0649	0.8490	0.0980
96	24	0.6874	0.0518	0.8330	0.0980
97	24	0.5953	0.0846	0.8440	0.0980
98	24	0.6392	0.0664	0.8330	0.0990
99	24	0.6672	0.0671	0.8600	0.0980
100	24	0.7114	0.0395	0.8530	0.0980
101	24	0.7330	0.0255	0.8490	0.1040
102	24	0.6859	0.0377	0.8410	0.0960
103	24	0.6708	0.0581	0.8470	0.0980
104	24	0.6405	0.0618	0.8190	0.0980
105	5	0.6222	0.0686	0.8180	0.1050
106	4	0.5990	0.0851	0.8340	0.0990
107	24	0.6623	0.0662	0.8370	0.0960
108	24	0.5839	0.0811	0.8360	0.0980
109	24	0.7301	0.0276	0.8410	0.1000
110	24	0.7208	0.0252	0.8490	0.1040
111	24	0.7024	0.0363	0.8440	0.1010
112	20	0.7479	0.0235	0.8470	0.0960
114	24	0.6703	0.0500	0.8350	0.1010
115	24	0.7488	0.0234	0.8670	0.1000
116	24	0.6661	0.0521	0.8390	0.0960
117	24	0.7067	0.0345	0.8320	0.0980
118	24	0.7390	0.0222	0.8480	0.1010
119	24	0.7182	0.0377	0.8530	0.0990
120	4	0.7790	0.0002	0.7930	0.7540
121	24	0.7705	0.0043	0.8530	0.5670
122	24	0.6726	0.0672	0.8620	0.1000
123	22	0.6380	0.0691	0.8510	0.1010
124	24	0.7214	0.0203	0.8240	0.0980
125	24	0.7082	0.0381	0.8490	0.0990
126	24	0.7561	0.0038	0.8580	0.6030
127	24	0.7349	0.0234	0.8620	0.0960
128	24	0.6925	0.0365	0.8610	0.0980
129	24	0.7649	0.0025	0.8330	0.6050
130	23	0.6802	0.0526	0.8400	0.1010
131	24	0.6928	0.0367	0.8300	0.1010
132	24	0.6983	0.0528	0.8560	0.0990
133	24	0.6594	0.0671	0.8620	0.0980
134	24	0.6778	0.0684	0.8450	0.0960
135	24	0.7410	0.0094	0.8390	0.3860
136	24	0.7218	0.0232	0.8350	0.0980
137	24	0.7111	0.0361	0.8260	0.0980
138	24	0.7491	0.0213	0.8430	0.1000
139	24	0.7540	0.0077	0.8430	0.4080
140	24	0.7198	0.0372	0.8350	0.0980
141	24	0.7423	0.0220	0.8430	0.1000
142	24	0.6940	0.0532	0.8410	0.1000
143	24	0.7517	0.0208	0.8460	0.1010
144	24	0.7224	0.0364	0.8620	0.1040
145	24	0.7109	0.0388	0.8450	0.1000
146	13	0.7670	0.0028	0.8420	0.6250
148	24	0.6763	0.0521	0.8590	0.0990
149	24	0.7542	0.0214	0.8540	0.0960
150	24	0.7048	0.0371	0.8300	0.0960
151	24	0.6428	0.0635	0.8450	0.0960
152	24	0.7349	0.0217	0.8400	0.0990
153	24	0.6890	0.0381	0.8340	0.0990
154	24	0.6612	0.0490	0.8260	0.0990
155	24	0.7269	0.0216	0.8420	0.0980
156	20	0.7257	0.0228	0.8320	0.1050
157	24	0.6970	0.0370	0.8370	0.0990
158	24	0.6993	0.0530	0.8660	0.0990
159	24	0.6503	0.0634	0.8390	0.0960
160	24	0.7115	0.0548	0.8480	0.0960
161	24	0.7837	0.0014	0.8500	0.7060
162	24	0.7199	0.0371	0.8380	0.1000
163	24	0.6918	0.0396	0.8560	0.1000
164	24	0.6799	0.0506	0.8310	0.1010
165	24	0.6867	0.0506	0.8290	0.1010
166	24	0.7823	0.0019	0.8470	0.7030
167	24	0.6701	0.0503	0.8510	0.0980
168	24	0.7187	0.0208	0.8500	0.1000
169	24	0.6995	0.0368	0.8450	0.0960
170	24	0.7365	0.0230	0.8350	0.1010
171	24	0.7766	0.0025	0.8790	0.6670
172	24	0.7169	0.0365	0.8470	0.0960
173	19	0.7148	0.0328	0.8280	0.1040
174	1	0.7880	0.0000	0.7880	0.7880
175	18	0.6417	0.0422	0.7900	0.0990
176	24	0.7312	0.0216	0.8410	0.0960
177	24	0.6968	0.0376	0.8240	0.1010
178	24	0.6750	0.0510	0.8470	0.0980
179	24	0.7029	0.0348	0.8240	0.0980
180	24	0.6840	0.0392	0.8390	0.0990
181	24	0.7458	0.0218	0.8500	0.0980
182	24	0.6866	0.0503	0.8340	0.1000
183	24	0.7151	0.0374	0.8490	0.1010
